cve_entidad,entidad,cve_plantel,plantel,genero,nombre_empresa,carrera,sueldo_mensual_expresado_mnx,periodo
14,Jalisco,3140710,Guadalajara II,F,TRAILERS LASER,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,CILSA,Contabilidad,"$1,000 - 2,000",Diciembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,SUPER PICO,Asistente Directivo,"$1,000 - 2,000",Diciembre 2024 (Mensual)
14,Jalisco,3140710,Guadalajara II,M,TOROO BARBER,Informática,"$2,001 - 4,000",Diciembre 2024 (Mensual)
14,Jalisco,3142340,Guadalajara III,M,Tienda de Abarrotes,Química Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Mutualidad Minerva,Química Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Muebles Gómez,Química Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Reparatec,Química Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Gralum,Química Industrial,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,F,Hycel de México,Química Industrial,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Hycel de México,Química Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Adc mercurio,Química Industrial,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Los 3 Garcia,Química Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,F,Gozadera Bar-club,Química Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Karmat,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Autos Potencia,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Trabajo con familiares y en un restaurante,Mantenimiento Automotriz,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Clinuca Automotriz Coala,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Servicio Avila,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Farmacias Guadalajara,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Clínica Automotriz COALA,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,MSA- MUELLES MADRIGAL,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Muelles madrigal,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Multiservicios Gonzales,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Transmisiones Ortiz,Mantenimiento Automotriz,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Bosch map,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Coala automotriz,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Bosch imsa,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,F,Geovanis,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Tecnicos automotrices,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Obra,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Autos Potencia,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Autolavado jalos,Mantenimiento Automotriz,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Vicar,Mantenimiento Automotriz,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Tianguis del automóvil el planetario,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Autos potencia y car Wash,Mantenimiento Automotriz,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Casa alquiler duarte,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Tacos,Mantenimiento Automotriz,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Finexitus,Mantenimiento Automotriz,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Jalisco Motors,Mantenimiento Automotriz,"$10,001 - 15,000",Septiembre 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Bosch Map,Mantenimiento Automotriz,"$8,001 - 10,000",Septiembre 2024 (mensual)
14,Jalisco,3142340,Guadalajara III,M,Top Robot,Mantenimiento Automotriz,"$10,001 - 15,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Gaby Kids,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Hotel Gralta,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Titán Barsan,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Carpinteria DEA,Contabilidad,"$4,001 - 6,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Jasso Contadores,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Aceros Jalos,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Tractores Alteños,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Casa Julian,Contabilidad,"$4,001 - 6,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Puerto Nuevo Soldadura,Contabilidad,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Aceros Acatlán,Contabilidad,"$4,001 - 6,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Autoservicio Esqueda,Automotriz,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Taller Chalán,Automotriz,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Nissan de los Altos,Automotriz,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Refaccionaria GIA,Automotriz,"$8,001 - 10,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,H. Ayuntamiento Jalos,Automotriz,"$6,001 - 8,000",junio 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Funeraria Moreno,Contabilidad,"$6,001 - 8,000",Abril 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,F,Despacho Casillas,Contabilidad,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Sherman Morgan,Contabilidad,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Kauil Energeticos,Contabilidad,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,F,Despacho Contable Rivera,Contabilidad,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Nissan de los Altos,Mantenimiento Automotriz,"$6,001 - 8,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Taller Pericos,Mantenimiento Automotriz,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Taller Pericos,Mantenimiento Automotriz,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,Taller Pericos,Mantenimiento Automotriz,"$4,001 - 6,000",Septiembre 2024 (mensual)
14,Jalisco,3141100,Jalostotitlán,M,CER-MAC,Mantenimiento Automotriz,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Servicio Automotriz Jalos,Mantenimiento Automotriz,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Taller Mecanico Diesel,Mantenimiento Automotriz,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Servicio Tostado,Mantenimiento Automotriz,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Alineacion y Balanceo Jalos,Mantenimiento Automotriz,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,F,Despacho Contable,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Despacho Juridico y Contable,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Despacho Contable,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,F,Despacho Contable Melissa,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,Chávez Gutiérrez Contadores,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,F,ACEROS LOS LAGOS SA DE CV,Contabilidad,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,F,PANOVO ALIMENTARIA S DE RL,Contabilidad,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,ALIMENTOS BOLONIA SA DE CV,Contabilidad,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,LOMA LASETEX SA DE CV,Contabilidad,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,TALLER MECANICO RAGA CHARLY,Automotriz,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141100,Jalostotitlán,M,AUTOSERVICIO ESQUEDA,Automotriz,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,M,UTTSA,Informática,"$6,001 - 8,000",Abril 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,M,INEGI,Contabilidad,"$8,001 - 10,000",Enero 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,F,INEGI,Informática,"$10,001 - 15,000",Enero 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,F,INEGI,Informática,"$8,001 - 10,000",Enero 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,M,INEGI,Informática,"$8,001 - 10,000",Enero 2024 (Mensual)
14,Jalisco,3140780,José Ma. Martínez R.,M,TALLER ITALIKA,Informática,"$6,001 - 8,000",Abril 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Acabados y Servicios Llenamex,Contabilidad,"$4,001 - 6,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Gas Rosa,Contabilidad,"$15,001 - 20,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,INGUSA,Electromecánica Industrial,"$8,001 - 10,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Llenamex,Electromecánica Industrial,"$8,001 - 10,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Farmacias Guadalajara,Electromecánica Industrial,"$8,001 - 10,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Papelera San Franciso,Contabilidad,"$6,001 - 8,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,DIESGAS,Electromecánica Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,"MacroQuimica del Centro, SA de CV",Electromecánica Industrial,"$10,001 - 15,000",Marzo 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Lean Long,Contabilidad,"$8,001 - 10,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,F,Acabados y Servicios Llenamex,Contabilidad,"$4,001 - 6,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,AVAN-PLASTIC,Electromecánica Industrial,"$10,001 - 15,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Abarrotes Sagrado Corazon,Contabilidad,"$6,001 - 8,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,CEDIS WALMART,Electromecánica Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Llenamex,Electromecánica Industrial,"$4,001 - 6,000",Mayo 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Grupo TORAY TAMX,Autotrónica,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,F,Abarrotes Sagrado Corazon,Contabilidad,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Abarrotes los Pablos,Contabilidad,"$4,001 - 6,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,QUIMIKAO,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,ZF,Electromecánica Industrial,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,QUIMIKAO,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Mecánica García Industrial,Electromecánica Industrial,"$10,001 - 15,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Mecánica García Industrial,Electromecánica Industrial,"$8,001 - 10,000",Julio 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Orbia (Vestolit),Electromecánica Industrial,"$10,001 - 15,000",Septiembre 2024 (mensual)
14,Jalisco,3141310,Juanacatlán,M,Refaccionaria Mi Moto,Autotrónica,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Tienda de abarrotes,Contabilidad,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Abarrotes Pablos y Diegos,Contabilidad,"$8,001 - 10,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Campo,Electromecánica Industrial,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Lacteos Martinez,Electromecánica Industrial,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Precitubo,Electromecánica Industrial,"$8,001 - 10,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Herreria y estructuras,Electromecánica Industrial,"$10,001 - 15,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Foto estudio,Electromecánica Industrial,"$2,001 - 4,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Pizzeria,Electromecánica Industrial,"$8,001 - 10,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Autolavado,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Fabricantes de muebles Perez,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Super gas,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,El borrego,Electromecánica Industrial,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Tienda de ropa Betty,Contabilidad,"$2,001 - 4,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Litografia de Ortega,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Tesa,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Zoltec,Electromecánica Industrial,"$6,001 - 8,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Abarrotes,Electromecánica Industrial,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Gas Rosa,Autotrónica,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Trasportes Alonso,Contabilidad,"$4,001 - 6,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Taller mecanico Figueroa,Autotrónica,"$8,001 - 10,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Envases Universales,Electromecánica Industrial,"$10,001 - 15,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Escuela Particular,Contabilidad,"$2,001 - 4,000",Octubre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Hella Automotive,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Negocio de comida,Contabilidad,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Recal Estructuras,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Taller de suspenciones,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Recal Estructuras,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Escuela Hence Forth School,Contabilidad,"$8,001 - 10,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Waltmart,Contabilidad,"$6,001 - 8,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Carpinteria Perez,Contabilidad,"$4,001 - 6,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Italika,Autotrónica,"$10,001 - 15,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Taller de herreria,Autotrónica,"$8,001 - 10,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Honda de México,Electromecánica Industrial,"$10,001 - 15,000",Noviembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Taller de soldadura,Electromecánica Industrial,"$10,001 - 15,000",Diciembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Super mercado,Electromecánica Industrial,"$6,001 - 8,000",Diciembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Alen,Electromecánica Industrial,"$6,001 - 8,000",Diciembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,M,Taller de torno,Electromecánica Industrial,"$4,001 - 6,000",Diciembre 2024 (Mensual)
14,Jalisco,3141310,Juanacatlán,F,Sello Rojo,Contabilidad,"$10,001 - 15,000",Diciembre 2024 (Mensual)
14,Jalisco,3142600,La Barca,M,La huerta,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Taller Automotriz Ramsa,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Negocio propio,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Enfermero Particular,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,La Nueva Pizza,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Restaurante la Terraza,Contabilidad,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Tracto Diesel Chato,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Emprendimiento,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Enprendimiento de pañaleria,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Fruteria La Economica,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Consultorio Particular,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Farmacia San Juan,Contabilidad,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Despacho Garcia y Asociados,Contabilidad,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,"Consultorio M,edico",Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Negocio Particula,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Tractosol S.A DE C.V,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Refaccionaria y Taller Mecanico,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Negocio propio,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Tienda de Ropa,Contabilidad,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Tractosol S.A DE C.V.,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Laboratorio de analisis clinicos,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Negocio Particular,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Laboratorio Diesel,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Lonches Dany,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Taller Meanico Fernando Trujillo,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Taller Meanico Fernando Trujillo,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Cooperativa Escolar,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Agrocisa,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Tractosl S.A de C..V,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Vegatec,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Restaurante San Juan Bosco,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Negocio Particular,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,F,Cuidando Enfermo Particular,Enfermería General,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3142600,La Barca,M,Tractosol S.A DE C.V,Motores a Diésel,"$2,001 - 4,000",junio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Grupo Herdez,Electromecánica Industrial,"$2,001 - 4,000",Mayo 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,M,M&R AUTOSERVICIO,Electromecánica Industrial,"$4,001 - 6,000",Abril 2024 (Mensual)
14,Jalisco,3141680,Lagos de Moreno,M,"STANLEY MANUFACTURING MEXICO, S.A. DE C.V.",Electromecánica Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
14,Jalisco,3141680,Lagos de Moreno,M,"BACHOCO, S.A. DE C.V.",Electromecánica Industrial,"$6,001 - 8,000",Febrero 2024 (Mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Whata up wings,Enfermería General,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,M,M&S manofacturing,Electromecánica Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,M,negocio familiar,Electromecánica Industrial,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Negocio familiar,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Dolcherry,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,LANPACC,Informática,"$2,001 - 4,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,M,Sajo,Electromecánica Industrial,"$6,001 - 8,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Tacos El Bolas,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Dolcherry23,Informática,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Rotteti,Enfermería General,"$1,000 - 2,000",Julio 2024 (mensual)
14,Jalisco,3141680,Lagos de Moreno,F,Cafeleria,Enfermería General,"$1,000 - 2,000",Julio 2024 (mensual)
