,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
1810,190576,M. Caruzzo,33,https://cdn.sofifa.org/players/4/19/190576.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Rosario Central,https://cdn.sofifa.org/teams/2/light/110580.png,€2.7M,€15K,1677,Right,1,3,2,Low/ Medium,Normal,No,RCB,2,"Jul 1, 2018",,2020,6'1,176lbs,51+2,51+2,51+2,50+2,50+2,50+2,50+2,50+2,53+2,53+2,53+2,53+2,60+2,60+2,60+2,53+2,65+2,70+2,70+2,70+2,65+2,67+2,73+2,73+2,73+2,67+2,46,41,77,65,21,32,55,64,60,65,43,53,72,75,39,28,76,81,80,25,81,75,45,60,57,71,72,74,72,9,13,9,6,6,€4M
1821,171896,H. Ayala,31,https://cdn.sofifa.org/players/4/19/171896.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,75,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,€4.5M,€42K,1777,Right,1,2,2,Low/ High,Normal,No,RCB,4,"Jul 1, 2010",,2023,6'0,179lbs,60+2,60+2,60+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,58+2,59+2,63+2,63+2,63+2,59+2,69+2,70+2,70+2,70+2,69+2,71+2,73+2,73+2,73+2,71+2,61,52,71,66,46,51,46,41,62,64,55,67,63,77,44,65,67,74,75,57,64,74,44,55,55,75,78,78,76,7,11,16,9,6,€7.2M
1825,225659,G. Rodríguez,23,https://cdn.sofifa.org/players/4/19/225659.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,79,Club América,https://cdn.sofifa.org/teams/2/light/1879.png,€7.5M,€41K,1783,Right,1,3,2,Medium/ Medium,Lean,No,LCM,5,"Jun 14, 2017",,2023,6'1,176lbs,57+2,57+2,57+2,59+2,59+2,59+2,59+2,59+2,61+2,61+2,61+2,61+2,67+2,67+2,67+2,61+2,69+2,74+2,74+2,74+2,69+2,69+2,73+2,73+2,73+2,69+2,59,41,65,75,47,59,49,42,72,72,53,57,54,62,52,59,45,75,81,55,83,78,50,62,53,65,75,76,73,12,11,14,16,6,€13.3M
1828,221310,A. Roa,25,https://cdn.sofifa.org/players/4/19/221310.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,78,Club Atlético Huracán,https://cdn.sofifa.org/teams/2/light/111711.png,€8.5M,€4K,1867,Right,1,3,3,Medium/ Medium,Normal,No,LM,10,,Deportivo Cali,"Jun 30, 2019",5'9,152lbs,66+2,66+2,66+2,73+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,69+2,69+2,69+2,73+2,63+2,60+2,60+2,60+2,63+2,60+2,55+2,55+2,55+2,60+2,77,63,57,76,42,79,72,63,66,77,79,81,86,65,74,58,75,66,57,59,58,44,65,74,58,69,45,56,40,16,6,14,9,10,
1834,170369,G. dos Santos,29,https://cdn.sofifa.org/players/4/19/170369.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,75,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€6.5M,€10K,1877,Left,3,4,4,High/ Low,Normal,Yes,CF,10,"Jul 16, 2015",,2019,5'9,157lbs,72+3,72+3,72+3,76+3,75+3,75+3,75+3,76+3,75+3,75+3,75+3,74+3,68+3,68+3,68+3,74+3,56+3,52+3,52+3,52+3,56+3,52+3,43+3,43+3,43+3,52+3,71,72,61,77,75,78,73,77,66,78,85,84,88,72,91,76,58,62,44,73,53,28,71,71,70,72,34,28,23,6,9,11,7,5,€9.8M
1852,188042,M. Suárez,30,https://cdn.sofifa.org/players/4/19/188042.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Belgrano de Córdoba,https://cdn.sofifa.org/teams/2/light/111022.png,€6.5M,€15K,1781,Right,2,4,4,High/ Low,Lean,No,ST,10,"Jul 6, 2016",,2022,6'0,165lbs,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,74+2,74+2,74+2,71+2,66+2,66+2,66+2,71+2,50+2,49+2,49+2,49+2,50+2,47+2,41+2,41+2,41+2,47+2,70,72,61,73,72,77,72,70,68,75,69,67,74,76,67,72,63,42,65,71,33,18,76,76,67,77,27,28,23,9,16,11,13,8,€9.4M
1874,219797,R. Martínez,24,https://cdn.sofifa.org/players/4/19/219797.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,81,Club América,https://cdn.sofifa.org/teams/2/light/1879.png,€9.5M,€50K,1821,Right,1,3,3,Medium/ Medium,Stocky,No,RS,9,"Jul 2, 2018",,2023,5'11,187lbs,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,71+2,64+2,64+2,64+2,71+2,54+2,52+2,52+2,52+2,54+2,51+2,49+2,49+2,49+2,51+2,58,74,67,68,64,75,63,27,61,76,78,83,76,74,66,75,78,65,81,65,59,30,74,63,68,67,40,25,23,14,16,15,7,13,€18.1M
1883,187800,M. Isla,30,https://cdn.sofifa.org/players/4/19/187800.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,€4.8M,€48K,2020,Right,2,3,3,High/ High,Lean,No,RB,4,"Jul 21, 2017",,2020,5'9,165lbs,64+2,64+2,64+2,70+2,68+2,68+2,68+2,70+2,70+2,70+2,70+2,72+2,72+2,72+2,72+2,72+2,75+2,73+2,73+2,73+2,75+2,74+2,71+2,71+2,71+2,74+2,78,41,58,75,58,75,78,64,72,73,80,75,84,74,78,65,66,79,68,66,76,73,70,68,68,76,72,75,75,7,8,7,7,7,€9.1M
1890,183966,F. Roncaglia,31,https://cdn.sofifa.org/players/4/19/183966.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€4.5M,€20K,1893,Right,2,3,2,Medium/ High,Normal,No,CB,24,"Jul 12, 2016",,2020,5'10,168lbs,60+2,60+2,60+2,61+2,61+2,61+2,61+2,61+2,62+2,62+2,62+2,63+2,68+2,68+2,68+2,63+2,71+2,73+2,73+2,73+2,71+2,72+2,74+2,74+2,74+2,72+2,68,38,70,69,25,59,67,52,81,69,61,67,65,72,69,80,80,65,72,73,74,79,51,59,35,70,70,80,78,15,14,15,6,15,€9.4M
1891,215199,R. Botta,28,https://cdn.sofifa.org/players/4/19/215199.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€6.5M,€21K,1838,Left,1,3,4,High/ Low,Lean,No,RM,19,"Feb 2, 2017",,2020,5'9,157lbs,68+2,68+2,68+2,74+2,72+2,72+2,72+2,74+2,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,56+2,54+2,54+2,54+2,56+2,52+2,43+2,43+2,43+2,52+2,73,68,38,71,65,78,76,74,68,75,78,78,81,68,73,75,52,72,67,77,55,33,69,79,64,77,33,27,26,8,9,13,8,7,€9.8M
1902,214692,C. Cueva,26,https://cdn.sofifa.org/players/4/19/214692.png,Peru,https://cdn.sofifa.org/flags/59.png,75,75,,https://cdn.sofifa.org/flags/59.png,€0,€0,1849,Right,1,4,3,Medium/ Medium,Normal,No,LM,8,,,,5'6,134lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,73+2,73+2,73+2,73+2,68+2,68+2,68+2,73+2,60+2,57+2,57+2,57+2,60+2,57+2,48+2,48+2,48+2,57+2,70,67,53,74,53,76,73,63,68,76,84,83,81,74,82,70,67,63,48,64,48,49,74,69,67,60,44,32,31,8,10,7,10,11,
1916,229034,V. Guzmán,23,https://cdn.sofifa.org/players/4/19/229034.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,80,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€9M,€24K,2030,Right,1,3,3,Medium/ Medium,Normal,No,RCM,5,"Jul 1, 2014",,2023,5'9,172lbs,72+2,72+2,72+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,71+2,71+2,71+2,71+2,71+2,71+2,69+2,69+2,69+2,71+2,63,70,77,78,48,73,63,67,74,74,75,76,72,75,74,75,78,81,64,74,66,69,69,71,66,70,71,65,67,14,8,15,10,8,€16M
1918,214955,E. Mas,29,https://cdn.sofifa.org/players/4/19/214955.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€5M,€21K,2015,Left,1,2,3,High/ Medium,Normal,No,LB,3,"Jan 4, 2018",,2021,5'11,179lbs,69+2,69+2,69+2,69+2,70+2,70+2,70+2,69+2,70+2,70+2,70+2,71+2,71+2,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,73+2,64,55,72,70,60,71,64,50,67,74,78,79,73,72,64,71,79,87,76,65,76,76,72,69,57,70,66,73,76,7,7,15,14,16,€7M
1923,189357,C. Toselli,30,https://cdn.sofifa.org/players/4/19/189357.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,CD Everton de Viña del Mar,https://cdn.sofifa.org/teams/2/light/112584.png,€4.3M,€4K,1325,Right,1,3,1,Medium/ Medium,Normal,No,GK,1,"Jul 17, 2018",,2019,6'0,165lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,17,41,24,16,18,19,32,33,56,43,45,68,40,30,76,44,70,20,45,30,20,55,20,58,20,19,14,75,74,69,76,76,€5.8M
1937,211124,P. Hurtado,27,https://cdn.sofifa.org/players/4/19/211124.png,Peru,https://cdn.sofifa.org/flags/59.png,75,75,Atiker Konyaspor,https://cdn.sofifa.org/teams/2/light/101033.png,€7M,€18K,1919,Right,1,4,4,Medium/ Low,Normal,No,CAM,16,"Aug 6, 2018",,2021,5'9,159lbs,73+2,73+2,73+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,69+2,69+2,69+2,73+2,59+2,57+2,57+2,57+2,59+2,57+2,51+2,51+2,51+2,57+2,70,72,72,74,70,75,68,72,71,76,80,83,75,70,73,76,80,65,59,71,42,45,72,74,69,72,48,34,28,7,12,16,11,9,€14M
1938,214196,D. Bocanegra,31,https://cdn.sofifa.org/players/4/19/214196.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,75,Atlético Nacional,https://cdn.sofifa.org/teams/2/light/101100.png,€4.4M,€6K,1946,Right,1,2,2,Medium/ Medium,Lean,No,RB,2,"Aug 11, 2013",,2019,6'0,168lbs,63+2,63+2,63+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,64+2,66+2,67+2,67+2,67+2,66+2,73+2,71+2,71+2,71+2,73+2,73+2,73+2,73+2,73+2,73+2,73,42,72,72,46,61,65,78,58,72,69,74,59,76,56,72,79,87,74,73,76,69,53,61,52,68,83,72,68,13,13,7,7,14,€6.1M
1941,198581,O. Murillo,30,https://cdn.sofifa.org/players/4/19/198581.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,75,Pachuca,https://cdn.sofifa.org/teams/2/light/110147.png,€4.9M,€25K,1643,Left,1,4,2,Medium/ High,Normal,No,LCB,23,"Jan 1, 2016",,2022,6'0,170lbs,52+2,52+2,52+2,52+2,50+2,50+2,50+2,52+2,51+2,51+2,51+2,55+2,56+2,56+2,56+2,55+2,66+2,68+2,68+2,68+2,66+2,68+2,73+2,73+2,73+2,68+2,59,42,75,61,22,46,35,27,65,56,66,72,54,70,43,43,85,66,83,35,76,79,29,44,32,70,71,77,66,13,11,10,16,14,€8.4M
1951,142780,G. Rodríguez,34,https://cdn.sofifa.org/players/4/19/142780.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,San Lorenzo de Almagro,https://cdn.sofifa.org/teams/2/light/1013.png,€2M,€18K,1777,Right,2,3,2,Medium/ High,Normal,No,LCB,2,"Jul 10, 2017",,2020,6'0,174lbs,57+2,57+2,57+2,55+2,57+2,57+2,57+2,55+2,58+2,58+2,58+2,57+2,62+2,62+2,62+2,57+2,65+2,70+2,70+2,70+2,65+2,67+2,74+2,74+2,74+2,67+2,38,45,80,63,23,57,50,46,65,67,62,67,64,71,58,69,81,66,78,36,81,75,32,65,72,75,74,73,71,12,4,11,12,9,€3M
1952,161468,P. Guiñazú,39,https://cdn.sofifa.org/players/4/19/161468.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,€450K,€10K,1876,Left,1,3,3,Low/ High,Normal,No,LCM,5,"Jan 20, 2016",,2019,5'9,150lbs,61+2,61+2,61+2,63+2,64+2,64+2,64+2,63+2,66+2,66+2,66+2,66+2,70+2,70+2,70+2,66+2,71+2,74+2,74+2,74+2,71+2,70+2,72+2,72+2,72+2,70+2,63,48,60,82,25,63,65,30,68,70,58,61,56,58,77,65,75,89,79,60,84,73,67,69,55,74,76,76,68,12,10,12,9,13,€675K
1954,215998,I. Fernández,28,https://cdn.sofifa.org/players/4/19/215998.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€6.5M,€23K,1971,Left,1,3,4,High/ Medium,Lean,No,RCM,26,"Jan 12, 2016",,2021,6'0,148lbs,69+2,69+2,69+2,73+2,72+2,72+2,72+2,73+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,74+2,69+2,69+2,69+2,69+2,69+2,67+2,64+2,64+2,64+2,67+2,71,64,56,76,62,78,73,69,74,75,75,75,74,72,66,74,33,82,70,76,72,62,70,75,61,72,67,62,56,7,8,14,10,12,€9.1M
1963,219841,J. Figal,24,https://cdn.sofifa.org/players/4/19/219841.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,81,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€8M,€15K,1795,Right,1,3,3,High/ High,Normal,No,LCB,4,"Jul 1, 2014",,2022,5'11,141lbs,59+2,59+2,59+2,62+2,61+2,61+2,61+2,62+2,63+2,63+2,63+2,64+2,66+2,66+2,66+2,64+2,71+2,72+2,72+2,72+2,71+2,71+2,73+2,73+2,73+2,71+2,57,42,74,73,28,69,44,30,68,73,73,71,73,76,63,61,78,79,73,45,75,76,35,57,37,73,72,76,67,7,11,7,16,9,€12.8M
1985,217805,A. Martín Arias,25,https://cdn.sofifa.org/players/4/19/217805.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,80,Gimnasia y Esgrima La Plata,https://cdn.sofifa.org/teams/2/light/101084.png,€6.5M,€11K,1204,Right,1,3,1,Medium/ Medium,Normal,No,GK,31,"Jan 1, 2013",,2020,6'1,174lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,20,19,14,29,12,18,17,14,22,22,62,42,35,71,57,18,66,35,65,15,25,27,19,28,23,35,20,18,16,81,68,76,73,77,€10.2M
1994,215251,G. Herrera,26,https://cdn.sofifa.org/players/4/19/215251.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,78,Club Atlético Talleres,https://cdn.sofifa.org/teams/2/light/112670.png,€6M,€12K,1183,Left,1,2,1,Medium/ Medium,Normal,No,GK,22,"Jan 11, 2016",,2020,6'2,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17,17,20,29,18,20,12,21,18,20,53,45,39,70,54,24,56,40,63,12,27,28,12,16,28,43,24,15,17,74,73,70,74,77,€9.5M
1995,220883,R. Borré,22,https://cdn.sofifa.org/players/4/19/220883.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,82,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,€9.5M,€21K,1934,Right,1,3,4,High/ Medium,Normal,No,RS,19,"Aug 5, 2017",,2021,5'9,157lbs,74+2,74+2,74+2,74+2,74+2,74+2,74+2,74+2,73+2,73+2,73+2,72+2,66+2,66+2,66+2,72+2,56+2,55+2,55+2,55+2,56+2,53+2,50+2,50+2,50+2,53+2,63,76,72,70,72,77,79,67,61,74,82,80,82,71,80,75,79,69,68,68,67,35,75,72,66,77,41,33,22,11,14,14,11,8,€15.2M
1998,174549,M. Fernández,32,https://cdn.sofifa.org/players/4/19/174549.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,Club Necaxa,https://cdn.sofifa.org/teams/2/light/101121.png,€5M,€14K,1989,Right,2,4,5,Medium/ Medium,Lean,No,LDM,14,"Sep 8, 2017",,2023,5'10,159lbs,69+2,69+2,69+2,74+2,73+2,73+2,73+2,74+2,75+2,75+2,75+2,74+2,73+2,73+2,73+2,74+2,67+2,66+2,66+2,66+2,67+2,65+2,60+2,60+2,60+2,65+2,75,61,50,78,70,78,80,82,76,80,75,71,76,71,74,78,66,64,60,75,50,60,70,78,72,76,58,60,56,11,8,5,10,11,€8.5M
2006,214491,L. Quiñones,27,https://cdn.sofifa.org/players/4/19/214491.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,75,Deportivo Toluca,https://cdn.sofifa.org/teams/2/light/1882.png,€7M,€46K,1801,Left,1,4,4,High/ Medium,Lean,No,LM,23,,Tigres U.A.N.L.,"Dec 31, 2018",5'10,143lbs,71+2,71+2,71+2,75+2,74+2,74+2,74+2,75+2,73+2,73+2,73+2,74+2,65+2,65+2,65+2,74+2,55+2,51+2,51+2,51+2,55+2,52+2,44+2,44+2,44+2,52+2,71,73,51,69,70,76,61,40,66,75,90,93,88,73,67,71,56,62,63,67,59,21,73,70,54,72,47,23,23,8,12,13,6,10,
2018,215270,L. Zelarayán,26,https://cdn.sofifa.org/players/4/19/215270.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,77,Tigres U.A.N.L.,https://cdn.sofifa.org/teams/2/light/1970.png,€8M,€46K,1921,Right,1,3,3,High/ Low,Normal,No,CAM,8,"Jan 1, 2015",,2023,5'8,161lbs,68+2,68+2,68+2,73+2,72+2,72+2,72+2,73+2,73+2,73+2,73+2,73+2,70+2,70+2,70+2,73+2,61+2,59+2,59+2,59+2,61+2,58+2,51+2,51+2,51+2,58+2,71,64,50,73,69,79,74,75,72,75,78,75,91,69,76,73,81,72,59,65,50,44,69,78,67,61,50,43,35,8,9,11,6,10,€13.4M
2023,212456,A. Hurtado,31,https://cdn.sofifa.org/players/4/19/212456.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,75,Monterrey,https://cdn.sofifa.org/teams/2/light/1032.png,€6M,€44K,1982,Right,2,4,3,High/ Low,Lean,No,ST,18,"Jun 14, 2017",,2019,5'7,143lbs,74+2,74+2,74+2,75+2,75+2,75+2,75+2,75+2,74+2,74+2,74+2,74+2,69+2,69+2,69+2,74+2,63+2,59+2,59+2,59+2,63+2,61+2,56+2,56+2,56+2,61+2,65,73,68,70,72,81,63,61,69,74,92,91,91,70,75,74,76,75,71,71,58,40,73,68,67,64,40,51,48,13,9,12,14,7,€10.2M
2026,196073,E. Paredes,37,https://cdn.sofifa.org/players/4/19/196073.png,Chile,https://cdn.sofifa.org/flags/55.png,75,75,Colo-Colo,https://cdn.sofifa.org/teams/2/light/110980.png,€2.4M,€7K,1870,Left,2,3,3,High/ Low,Normal,Yes,RS,7,"Jan 11, 2014",,2019,5'10,181lbs,74+2,74+2,74+2,72+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,71+2,66+2,66+2,66+2,71+2,53+2,53+2,53+2,53+2,53+2,50+2,48+2,48+2,48+2,50+2,62,81,70,69,66,73,69,75,69,75,68,67,70,72,68,71,72,68,80,71,55,30,80,69,78,70,37,22,29,12,15,11,9,7,€3.3M
2029,237034,J. Hernández,19,https://cdn.sofifa.org/players/4/19/237034.png,Colombia,https://cdn.sofifa.org/flags/56.png,75,82,SD Huesca,https://cdn.sofifa.org/teams/2/light/110839.png,€9M,€26K,1819,Right,1,4,3,High/ Medium,Stocky,No,ST,14,,Watford,"Jun 30, 2019",5'9,161lbs,73+2,73+2,73+2,71+2,72+2,72+2,72+2,71+2,69+2,69+2,69+2,70+2,63+2,63+2,63+2,70+2,56+2,51+2,51+2,51+2,56+2,54+2,49+2,49+2,49+2,54+2,58,78,69,67,54,72,43,68,59,65,88,83,71,74,72,73,72,74,76,74,40,23,75,61,70,59,44,33,37,9,11,11,9,6,
2032,214763,P. Goltz,33,https://cdn.sofifa.org/players/4/19/214763.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Boca Juniors,https://cdn.sofifa.org/teams/2/light/1877.png,€2.7M,€20K,1863,Right,1,3,2,Medium/ Medium,Normal,No,LCB,2,"Jul 6, 2017",,2020,6'0,181lbs,60+2,60+2,60+2,57+2,58+2,58+2,58+2,57+2,58+2,58+2,58+2,58+2,62+2,62+2,62+2,58+2,65+2,69+2,69+2,69+2,65+2,67+2,73+2,73+2,73+2,67+2,55,48,75,64,53,56,73,68,66,62,54,64,54,70,48,70,73,67,85,60,85,70,45,59,66,71,75,73,69,13,14,7,15,7,€3.8M
2050,199669,L. González Pirez,26,https://cdn.sofifa.org/players/4/19/199669.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,78,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,€7M,€8K,1856,Right,1,3,2,High/ High,Normal,No,LCB,5,"Jan 26, 2017",,2019,6'1,176lbs,61+2,61+2,61+2,62+2,63+2,63+2,63+2,62+2,65+2,65+2,65+2,65+2,69+2,69+2,69+2,65+2,70+2,74+2,74+2,74+2,70+2,71+2,74+2,74+2,74+2,71+2,42,42,69,72,42,64,55,39,78,70,72,75,64,75,54,59,70,83,76,49,80,76,60,64,49,75,74,74,74,14,8,8,12,13,€11M
2062,156412,J. Corona,37,https://cdn.sofifa.org/players/4/19/156412.png,Mexico,https://cdn.sofifa.org/flags/83.png,75,75,Cruz Azul,https://cdn.sofifa.org/teams/2/light/1878.png,€450K,€12K,1166,Right,2,3,1,Medium/ Medium,Normal,No,GK,1,"Jun 1, 2009",,2020,6'0,185lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17,12,13,33,12,13,14,10,33,20,41,38,64,70,60,21,79,25,52,12,11,23,15,40,21,67,25,13,11,72,77,68,78,73,€765K
2064,214781,S. Romero,29,https://cdn.sofifa.org/players/4/19/214781.png,Argentina,https://cdn.sofifa.org/flags/52.png,75,75,Independiente,https://cdn.sofifa.org/teams/2/light/110093.png,€6.5M,€22K,1854,Right,1,3,3,High/ Low,Stocky,No,RM,18,"Jan 30, 2018",,2023,5'10,168lbs,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,72+2,72+2,72+2,71+2,67+2,67+2,67+2,71+2,56+2,54+2,54+2,54+2,56+2,54+2,49+2,49+2,49+2,54+2,64,75,71,71,71,74,71,45,63,75,74,73,78,71,70,78,62,71,74,67,42,26,75,71,76,59,25,48,37,8,12,11,16,9,€9.1M
2068,191488,L. Orbán,29,https://cdn.sofifa.org/players/4/19/191488.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,€4.4M,€18K,1869,Left,1,3,2,Medium/ Medium,Lean,No,CB,6,"Jul 1, 2017",,2019,5'10,174lbs,60+2,60+2,60+2,61+2,60+2,60+2,60+2,61+2,61+2,61+2,61+2,62+2,64+2,64+2,64+2,62+2,69+2,70+2,70+2,70+2,69+2,70+2,72+2,72+2,72+2,70+2,70,48,64,67,47,57,74,44,64,67,57,69,65,69,51,67,78,68,76,49,79,74,59,58,61,71,69,75,78,16,9,12,13,15,€6.6M
2070,220673,R. Tapia,22,https://cdn.sofifa.org/players/4/19/220673.png,Peru,https://cdn.sofifa.org/flags/59.png,74,79,Feyenoord,https://cdn.sofifa.org/teams/2/light/246.png,€6.5M,€10K,1981,Right,1,4,3,Medium/ Medium,Normal,No,RDM,13,"Jan 27, 2016",,2020,6'0,172lbs,64+2,64+2,64+2,66+2,66+2,66+2,66+2,66+2,67+2,67+2,67+2,68+2,70+2,70+2,70+2,68+2,71+2,73+2,73+2,73+2,71+2,71+2,73+2,73+2,73+2,71+2,60,44,66,71,63,74,65,54,75,76,72,66,72,68,67,69,82,77,77,62,82,74,60,66,61,63,71,72,75,16,14,7,15,8,€9.6M
2075,215042,G. Lezcano,31,https://cdn.sofifa.org/players/4/19/215042.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,74,Monarcas Morelia,https://cdn.sofifa.org/teams/2/light/1028.png,€4.9M,€12K,1864,Right,1,4,3,Medium/ Medium,Normal,No,RW,31,"Jan 22, 2017",,2020,5'6,143lbs,73+2,73+2,73+2,73+2,73+2,73+2,73+2,73+2,71+2,71+2,71+2,73+2,64+2,64+2,64+2,73+2,53+2,49+2,49+2,49+2,53+2,49+2,42+2,42+2,42+2,49+2,71,72,68,66,62,75,64,65,64,73,85,83,84,74,87,79,81,79,70,72,61,23,76,62,65,75,18,18,18,7,11,14,8,9,€8.4M
2084,192009,J. Rodríguez,25,https://cdn.sofifa.org/players/4/19/192009.png,Mexico,https://cdn.sofifa.org/flags/83.png,74,77,Lobos BUAP,https://cdn.sofifa.org/teams/2/light/111035.png,€5M,€22K,1217,Right,1,3,1,Medium/ Medium,Normal,No,GK,1,,Guadalajara,"Dec 31, 2018",6'1,187lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,15,11,11,49,11,10,12,11,35,23,55,55,55,65,58,24,74,37,78,10,31,15,10,40,21,50,16,11,12,77,71,66,75,73,
2089,215053,M. Zaldivia,27,https://cdn.sofifa.org/players/4/19/215053.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,76,Colo-Colo,https://cdn.sofifa.org/teams/2/light/110980.png,€5.5M,€8K,1728,Right,1,4,2,Medium/ Medium,Normal,No,RCB,4,"Jan 21, 2016",,2021,5'11,174lbs,55+2,55+2,55+2,57+2,56+2,56+2,56+2,57+2,58+2,58+2,58+2,60+2,63+2,63+2,63+2,60+2,69+2,70+2,70+2,70+2,69+2,69+2,72+2,72+2,72+2,69+2,64,32,71,65,41,60,44,35,65,60,60,54,47,74,54,47,83,80,78,39,73,72,57,60,41,75,73,74,77,8,14,6,8,12,€8.1M
2098,221714,A. Morelos,22,https://cdn.sofifa.org/players/4/19/221714.png,Colombia,https://cdn.sofifa.org/flags/56.png,74,84,Rangers FC,https://cdn.sofifa.org/teams/2/light/86.png,€9M,€41K,1810,Right,1,4,3,High/ Medium,Stocky,No,ST,20,"Jul 1, 2017",,2022,5'10,174lbs,73+2,73+2,73+2,70+2,71+2,71+2,71+2,70+2,69+2,69+2,69+2,69+2,64+2,64+2,64+2,69+2,53+2,54+2,54+2,54+2,53+2,51+2,52+2,52+2,52+2,51+2,54,74,72,67,49,74,60,26,62,72,79,78,61,65,80,75,77,74,85,63,81,28,78,63,61,69,44,36,17,13,13,9,12,8,€18M
