sofifa_id,player_url,short_name,long_name,age,dob,height_cm,weight_kg,nationality,club_name,league_name,league_rank,overall,potential,value_eur,wage_eur,player_positions,preferred_foot,international_reputation,weak_foot,skill_moves,work_rate,body_type,real_face,release_clause_eur,player_tags,team_position,team_jersey_number,loaned_from,joined,contract_valid_until,nation_position,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,player_traits,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb
211147,https://sofifa.com/player/211147/valentino-lazaro/210002,V. Lazaro,Valentino Lazaro,24,1996-03-24,180,76,Austria,Borussia Mönchengladbach,German 1. Bundesliga,1,79,83,16500000,37000,"RM, RWB, RB",Right,1,3,4,High/High,Lean,Yes,,,SUB,19,Inter,,2021,RM,22,82,70,76,80,69,67,,,,,,,"Flair, Technical Dribbler (AI)",80,69,49,77,72,81,77,69,72,81,84,80,80,76,77,69,56,71,66,70,65,71,76,75,67,77,,70,69,8,13,11,8,8,72+2,72+2,72+2,78+0,76+0,76+0,76+0,78+0,77+2,77+2,77+2,78+2,75+2,75+2,75+2,78+2,75+2,73+2,73+2,73+2,75+2,73+2,68+2,68+2,68+2,73+2
211515,https://sofifa.com/player/211515/pierluigi-gollini/210002,P. Gollini,Pierluigi Gollini,25,1995-03-18,194,94,Italy,Atalanta,Italian Serie A,1,79,83,12000000,40000,GK,Right,1,2,1,Medium/Medium,Lean,No,21300000,,GK,95,,2018-07-02,2023,,,,,,,,,81,75,69,81,47,79,Comes For Crosses,17,14,19,31,20,18,13,15,25,24,46,48,56,77,52,52,52,40,68,17,19,18,12,30,21,63,,12,19,81,75,69,79,81,31+2,31+2,31+2,29+0,30+0,30+0,30+0,29+0,29+2,29+2,29+2,30+2,29+2,29+2,29+2,30+2,29+2,29+2,29+2,29+2,29+2,29+2,28+2,28+2,28+2,29+2
220182,https://sofifa.com/player/220182/jason-denayer/210002,J. Denayer,Jason Denayer,25,1995-06-28,184,80,Belgium,Olympique Lyonnais,French Ligue 1,1,79,83,14500000,57000,CB,Right,1,3,2,Medium/High,Normal,No,28600000,,RCB,5,,2018-08-21,2022,CB,4,75,42,63,68,79,80,,,,,,,,58,42,75,73,35,67,43,29,68,70,73,77,69,79,61,51,80,79,81,36,78,82,36,61,39,79,,80,81,7,10,15,15,15,59+2,59+2,59+2,62+0,61+0,61+0,61+0,62+0,63+2,63+2,63+2,65+2,67+2,67+2,67+2,65+2,75+2,76+2,76+2,76+2,75+2,76+2,79+2,79+2,79+2,76+2
225663,https://sofifa.com/player/225663/alexandr-golovin/210002,A. Golovin,Aleksandr Golovin,24,1996-05-30,180,69,Russia,AS Monaco,French Ligue 1,1,79,83,16000000,48000,"CM, CAM",Right,1,4,4,High/Medium,Lean,No,31600000,#Acrobat,LCM,17,,2018-07-27,2024,CAM,17,80,72,79,83,67,68,,,,,,,"Long Shot Taker (AI), Technical Dribbler (AI)",80,69,38,79,70,84,80,79,74,82,77,83,87,82,79,78,65,88,56,75,76,73,75,80,52,80,,72,66,12,14,14,10,16,72+2,72+2,72+2,79+0,78+0,78+0,78+0,79+0,79+2,79+2,79+2,80+2,79+2,79+2,79+2,80+2,77+2,75+2,75+2,75+2,77+2,75+2,67+2,67+2,67+2,75+2
226456,https://sofifa.com/player/226456/pablo-fornals-malla/210002,Pablo Fornals,Pablo Fornals Malla,24,1996-02-22,178,67,Spain,West Ham United,English Premier League,1,79,83,16500000,41000,"LM, CAM, RM",Right,2,3,4,High/High,Lean,Yes,32600000,,LM,18,,2019-07-01,2024,,,68,76,78,80,70,67,,,,,,,"Outside Foot Shot, Technical Dribbler (AI)",75,77,50,81,72,79,70,70,78,83,70,66,76,75,75,77,48,78,63,80,66,74,76,80,55,75,,72,71,9,11,12,7,15,73+2,73+2,73+2,77+0,77+0,77+0,77+0,77+0,79+2,79+2,79+2,77+2,79+2,79+2,79+2,77+2,75+2,75+2,75+2,75+2,75+2,73+2,69+2,69+2,69+2,73+2
228687,https://sofifa.com/player/228687/kasper-dolberg/210002,K. Dolberg,Kasper Dolberg,22,1997-10-06,187,84,Denmark,OGC Nice,French Ligue 1,1,79,83,16500000,39000,ST,Right,2,4,3,High/Medium,Normal,Yes,32600000,,ST,9,,2019-08-29,2024,ST,9,73,81,69,77,29,67,,,,,,,"Finesse Shot, Flair, Power Header, Outside Foot Shot",50,81,74,79,78,78,73,70,60,79,71,75,72,74,64,86,71,72,79,79,32,21,82,77,78,76,,24,19,7,15,13,9,7,79+2,79+2,79+2,75+0,79+0,79+0,79+0,75+0,77+2,77+2,77+2,74+2,70+2,70+2,70+2,74+2,52+2,52+2,52+2,52+2,52+2,49+2,45+2,45+2,45+2,49+2
233096,https://sofifa.com/player/233096/denzel-dumfries/210002,D. Dumfries,Denzel Justus Morris Dumfries,24,1996-04-18,188,80,Netherlands,PSV,Holland Eredivisie,1,79,83,14500000,18000,RB,Right,2,3,2,High/High,Normal,Yes,21400000,#Engine,RB,22,,2018-07-01,2023,RB,22,79,60,66,71,76,89,,,,,,,"Long Throw-in, Solid Player, Leadership, Speed Dribbler (AI)",76,64,83,72,28,71,50,40,65,74,76,82,68,75,53,66,90,92,89,54,83,72,73,59,42,70,,79,75,10,10,7,13,14,72+2,72+2,72+2,71+0,71+0,71+0,71+0,71+0,69+2,69+2,69+2,73+2,71+2,71+2,71+2,73+2,77+2,75+2,75+2,75+2,77+2,77+2,78+2,78+2,78+2,77+2
207439,https://sofifa.com/player/207439/leandro-paredes/210002,L. Paredes,Leandro Daniel Paredes,26,1994-06-29,180,75,Argentina,Paris Saint-Germain,French Ligue 1,1,79,82,15500000,78000,"CM, CDM",Right,2,4,4,Medium/Medium,Normal,Yes,29800000,,SUB,8,,2019-01-29,2023,CM,5,68,70,80,78,75,79,,,,,,,"Power Free-Kick, Flair, Long Passer (AI), Long Shot Taker (AI), Outside Foot Shot",76,58,60,82,71,78,79,78,79,82,69,68,71,76,75,88,64,78,76,77,89,75,76,82,64,77,,77,76,9,14,6,9,10,73+2,73+2,73+2,75+0,76+0,76+0,76+0,75+0,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,77+2,79+2,79+2,79+2,77+2,76+2,76+2,76+2,76+2,76+2
208104,https://sofifa.com/player/208104/matheus-lima-magalhaes/210002,Matheus,Matheus Lima Magalhães,27,1992-07-19,190,84,Brazil,SC Braga,Portuguese Liga ZON SAGRES,1,79,82,11000000,14000,GK,Right,1,3,1,Medium/Medium,Normal,No,22800000,,GK,1,,2014-07-01,2023,,,,,,,,,82,75,72,83,46,77,"GK Long Throw, Rushes Out Of Goal",15,12,14,27,13,12,21,12,36,22,44,47,45,75,48,54,63,32,71,15,19,26,12,52,13,46,,20,15,82,75,72,77,83,29+2,29+2,29+2,27+0,29+0,29+0,29+0,27+0,30+2,30+2,30+2,29+2,32+2,32+2,32+2,29+2,28+2,31+2,31+2,31+2,28+2,28+2,29+2,29+2,29+2,28+2
210736,https://sofifa.com/player/210736/emerson-palmieri-dos-santos/210002,Emerson,Emerson Palmieri dos Santos,25,1994-08-03,176,79,Italy,Chelsea,English Premier League,1,79,82,14000000,77000,LB,Left,2,2,3,High/Medium,Lean,Yes,27700000,,RES,33,,2018-01-30,2022,,,81,63,70,79,75,64,,,,,,,Speed Dribbler (AI),78,51,60,77,51,79,53,71,66,80,83,79,75,77,76,80,67,74,57,77,69,78,72,57,55,72,,77,76,8,15,8,7,14,70+2,70+2,70+2,74+0,73+0,73+0,73+0,74+0,72+2,72+2,72+2,74+2,73+2,73+2,73+2,74+2,78+2,74+2,74+2,74+2,78+2,77+2,73+2,73+2,73+2,77+2
210896,https://sofifa.com/player/210896/morgan-sanson/210002,M. Sanson,Morgan Sanson,25,1994-08-18,180,73,France,Olympique de Marseille,French Ligue 1,1,79,82,15500000,42000,"CM, CAM",Right,2,4,4,High/High,Normal,Yes,30600000,,LCM,8,,2017-01-17,2022,,,73,75,79,78,72,78,,,,,,,Outside Foot Shot,77,75,69,81,72,78,76,68,82,79,75,72,78,79,68,81,76,85,76,72,73,73,78,79,68,78,,75,71,6,16,16,9,9,76+2,76+2,76+2,77+0,78+0,78+0,78+0,77+0,78+2,78+2,78+2,78+2,79+2,79+2,79+2,78+2,76+2,77+2,77+2,77+2,76+2,75+2,73+2,73+2,73+2,75+2
216643,https://sofifa.com/player/216643/leo-dubois/210002,L. Dubois,Léo Dubois,25,1994-09-14,178,73,France,Olympique Lyonnais,French Ligue 1,1,79,82,14000000,57000,RB,Right,1,4,3,Medium/Medium,Lean,Yes,27700000,,RWB,14,,2018-07-01,2024,RB,2,72,61,75,75,76,73,,,,,,,Long Throw-in,82,53,60,78,73,74,76,56,75,77,70,74,71,78,72,72,71,79,71,64,70,78,70,66,46,78,,78,81,13,8,8,9,16,68+2,68+2,68+2,72+0,71+0,71+0,71+0,72+0,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,77+2,75+2,75+2,75+2,77+2
219792,https://sofifa.com/player/219792/baptiste-santamaria/210002,B. Santamaria,Baptiste Santamaría,25,1995-03-09,183,73,France,SC Freiburg,German 1. Bundesliga,1,79,82,14500000,27000,"CDM, CM",Right,1,2,3,Medium/Medium,Lean,No,27200000,,SUB,8,,2020-09-17,2025,,,60,64,73,76,75,74,,,,,,,"Long Passer (AI), Long Shot Taker (AI)",64,64,62,81,42,76,48,59,79,81,60,60,70,73,68,75,70,91,67,62,71,75,61,74,46,67,,78,77,7,7,13,7,8,68+2,68+2,68+2,70+0,71+0,71+0,71+0,70+0,73+2,73+2,73+2,73+2,77+2,77+2,77+2,73+2,75+2,78+2,78+2,78+2,75+2,74+2,74+2,74+2,74+2,74+2
222028,https://sofifa.com/player/222028/julian-weigl/210002,J. Weigl,Julian Weigl,24,1995-09-08,186,72,Germany,SL Benfica,Portuguese Liga ZON SAGRES,1,79,82,14500000,13000,"CDM, CM, CB",Right,2,3,3,Medium/Medium,Lean,Yes,30100000,,RCM,28,,2020-01-02,2024,,,59,48,75,75,77,66,,,,,,,"Long Passer (AI), Playmaker (AI), Giant Throw-in, Outside Foot Shot",59,41,65,86,57,74,63,46,81,78,67,52,76,80,65,48,68,77,62,56,64,80,57,77,52,83,,78,74,6,14,16,11,7,61+2,61+2,61+2,68+0,67+0,67+0,67+0,68+0,72+2,72+2,72+2,70+2,77+2,77+2,77+2,70+2,74+2,78+2,78+2,78+2,74+2,74+2,74+2,74+2,74+2,74+2
224196,https://sofifa.com/player/224196/ramy-bensebaini/210002,R. Bensebaini,Ramy Bensebaini,25,1995-04-16,186,82,Algeria,Borussia Mönchengladbach,German 1. Bundesliga,1,79,82,14000000,37000,"LB, CB",Left,2,3,3,Medium/Medium,Normal,No,24900000,,LB,25,,2019-08-14,2023,,,69,57,71,74,77,80,,,,,,,Early Crosser,80,58,81,77,43,74,67,62,65,79,67,70,60,76,61,61,84,78,79,48,83,79,65,58,70,73,,77,77,6,13,14,7,14,69+2,69+2,69+2,70+0,69+0,69+0,69+0,70+0,69+2,69+2,69+2,72+2,71+2,71+2,71+2,72+2,77+2,76+2,76+2,76+2,77+2,77+2,78+2,78+2,78+2,77+2
224309,https://sofifa.com/player/224309/joan-jordan-moreno/210002,Joan Jordán,Joan Jordán Moreno,25,1994-07-06,183,74,Spain,Sevilla FC,Spain Primera Division,1,79,82,15500000,30000,"CM, CDM, CAM",Right,1,4,4,Medium/Medium,Lean,Yes,33700000,,RCM,8,,2019-07-04,2023,,,65,75,79,77,67,75,,,,,,,Long Shot Taker (AI),70,75,47,82,59,79,83,81,81,80,62,68,67,77,61,80,56,79,73,78,80,69,69,80,69,75,,76,54,13,12,13,12,9,72+2,72+2,72+2,75+0,76+0,76+0,76+0,75+0,77+2,77+2,77+2,76+2,79+2,79+2,79+2,76+2,72+2,75+2,75+2,75+2,72+2,69+2,68+2,68+2,68+2,69+2
225508,https://sofifa.com/player/225508/eric-bailly/210002,E. Bailly,Eric Bertrand Bailly,26,1994-04-12,186,77,Ivory Coast,Manchester United,English Premier League,1,79,82,14000000,100000,CB,Right,2,3,3,Medium/High,Normal,Yes,27700000,,SUB,3,,2016-07-01,2022,,,74,42,58,62,79,79,,,,,,,"Injury Prone, Dives Into Tackles (AI)",51,33,79,67,42,60,46,43,56,62,71,77,67,72,61,55,82,63,85,48,85,80,47,55,46,76,,80,81,14,14,10,9,8,58+2,58+2,58+2,58+0,58+0,58+0,58+0,58+0,59+2,59+2,59+2,60+2,62+2,62+2,62+2,60+2,70+2,72+2,72+2,72+2,70+2,72+2,79+2,79+2,79+2,72+2
228520,https://sofifa.com/player/228520/ezequiel-avila/210002,E. Ávila,Luis Ezequiel Ávila,26,1994-02-06,172,81,Argentina,CA Osasuna,Spain Primera Division,1,79,82,16000000,40000,"ST, RM",Left,1,5,3,High/High,Stocky,Yes,34800000,,LS,9,,2019-07-01,2023,,,82,81,65,78,48,83,,,,,,,"Injury Prone, Long Shot Taker (AI)",59,82,74,71,79,79,58,57,62,77,79,84,74,78,86,85,74,78,84,76,87,38,77,68,72,72,,46,41,11,6,6,10,14,79+2,79+2,79+2,76+0,77+0,77+0,77+0,76+0,75+2,75+2,75+2,74+2,70+2,70+2,70+2,74+2,62+2,62+2,62+2,62+2,62+2,60+2,60+2,60+2,60+2,60+2
234035,https://sofifa.com/player/234035/alvaro-odriozola-arzalluz/210002,Odriozola,Álvaro Odriozola Arzalluz,24,1995-12-14,176,66,Spain,Real Madrid,Spain Primera Division,1,79,82,14000000,110000,RB,Right,1,3,3,High/Medium,Lean,Yes,29800000,,SUB,19,,2018-07-05,2024,,,78,52,71,77,75,65,,,,,,,,81,45,73,77,48,76,69,30,70,77,79,78,78,75,78,58,71,79,58,59,62,74,66,63,62,67,,76,77,11,12,10,5,14,65+2,65+2,65+2,72+0,69+0,69+0,69+0,72+0,71+2,71+2,71+2,73+2,72+2,72+2,72+2,73+2,77+2,73+2,73+2,73+2,77+2,77+2,72+2,72+2,72+2,77+2
237239,https://sofifa.com/player/237239/enis-bardhi/210002,E. Bardhi,Enis Bardhi,24,1995-07-02,172,64,North Macedonia,Levante UD,Spain Primera Division,1,79,82,16000000,26000,"LM, CM",Right,1,4,4,Medium/Medium,Normal,Yes,34800000,#FK Specialist,LM,10,,2017-07-17,2022,,,76,81,78,82,63,58,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",77,78,52,77,81,82,89,91,74,81,79,73,84,81,86,85,45,76,48,84,62,66,75,79,78,82,,65,63,12,13,8,12,6,75+2,75+2,75+2,79+0,79+0,79+0,79+0,79+0,79+2,79+2,79+2,78+2,77+2,77+2,77+2,78+2,73+2,71+2,71+2,71+2,73+2,71+2,63+2,63+2,63+2,71+2
199641,https://sofifa.com/player/199641/matz-sels/210002,M. Sels,Matz Sels,28,1992-02-26,190,88,Belgium,RC Strasbourg Alsace,French Ligue 1,1,79,81,11000000,28000,GK,Right,1,2,1,Medium/Medium,Normal,No,22800000,,RES,1,,2018-07-26,2024,,,,,,,,,81,76,76,80,36,79,,16,16,14,38,19,19,17,17,32,33,37,35,36,75,34,57,70,30,67,18,29,17,18,49,22,62,,15,14,81,76,76,79,80,32+2,32+2,32+2,30+0,33+0,33+0,33+0,30+0,34+2,34+2,34+2,32+2,34+2,34+2,34+2,32+2,27+2,31+2,31+2,31+2,27+2,26+2,28+2,28+2,28+2,26+2
201519,https://sofifa.com/player/201519/jordan-veretout/210002,J. Veretout,Jordan Veretout,27,1993-03-01,177,67,France,Roma,Italian Serie A,1,79,81,13500000,51000,"CDM, CM",Right,1,3,3,Medium/Medium,Normal,Yes,24000000,,RCM,17,,2019-07-20,2024,,,63,74,81,78,74,73,,,,,,,"Solid Player, Long Shot Taker (AI), Playmaker (AI)",77,69,64,85,72,77,74,78,80,82,64,63,74,79,78,78,71,77,70,77,76,77,73,79,84,82,,76,74,9,10,11,8,9,73+2,73+2,73+2,76+0,76+0,76+0,76+0,76+0,78+2,78+2,78+2,76+2,79+2,79+2,79+2,76+2,76+2,78+2,78+2,78+2,76+2,75+2,74+2,74+2,74+2,75+2
202048,https://sofifa.com/player/202048/conor-coady/210002,C. Coady,Conor Coady,27,1993-02-25,186,80,England,Wolverhampton Wanderers,English Premier League,1,79,81,13000000,76000,CB,Right,1,3,2,Low/High,Normal,Yes,25700000,,CB,16,,2015-07-03,2023,SUB,19,47,58,75,66,79,75,,,,,,,"Solid Player, Leadership, Long Passer (AI), Team Player",65,51,74,81,56,62,60,61,85,79,46,48,48,79,54,68,78,78,74,64,74,78,50,73,60,80,,78,74,8,15,10,12,8,63+2,63+2,63+2,64+0,65+0,65+0,65+0,64+0,68+2,68+2,68+2,67+2,75+2,75+2,75+2,67+2,73+2,79+2,79+2,79+2,73+2,73+2,77+2,77+2,77+2,73+2
204638,https://sofifa.com/player/204638/willi-orban/210002,W. Orban,Vilmos Tamás Orban,27,1992-11-03,186,87,Hungary,RB Leipzig,German 1. Bundesliga,1,79,81,13000000,50000,CB,Right,2,3,2,Medium/High,Normal,Yes,23100000,,SUB,4,,2015-07-01,2022,LCB,6,49,36,52,54,81,80,,,,,,,"Leadership, Power Header",39,38,84,69,31,52,28,32,58,57,50,49,48,74,56,37,90,68,85,29,79,80,40,44,41,72,,83,78,15,12,15,10,6,53+2,53+2,53+2,50+0,51+0,51+0,51+0,50+0,53+2,53+2,53+2,53+2,59+2,59+2,59+2,53+2,66+2,72+2,72+2,72+2,66+2,69+2,79+2,79+2,79+2,69+2
216145,https://sofifa.com/player/216145/armando-izzo/210002,A. Izzo,Armando Izzo,28,1992-03-02,183,78,Italy,Torino,Italian Serie A,1,79,81,12500000,47000,CB,Right,1,4,2,Medium/Medium,Normal,No,22200000,,RB,5,,2018-07-04,2024,,,65,33,48,64,82,74,,,,,,,,35,19,81,64,32,62,26,26,60,66,67,64,62,80,66,56,76,63,76,44,81,81,16,33,37,70,,84,82,12,6,10,11,12,51+2,51+2,51+2,51+0,51+0,51+0,51+0,51+0,52+2,52+2,52+2,53+2,58+2,58+2,58+2,53+2,69+2,72+2,72+2,72+2,69+2,72+2,79+2,79+2,79+2,72+2
219809,https://sofifa.com/player/219809/tiemoue-bakayoko/210002,T. Bakayoko,Tiemoué Bakayoko,25,1994-08-17,189,85,France,Chelsea,English Premier League,1,79,81,14000000,77000,"CDM, CM",Right,2,3,3,Medium/Medium,Normal,Yes,27700000,#Strength,RES,40,,2017-07-15,2022,,,64,48,68,75,77,84,,,,,,,,55,37,71,78,36,77,51,37,73,77,63,65,64,75,56,72,75,78,87,50,85,79,59,70,45,77,,81,79,11,15,11,14,10,64+2,64+2,64+2,66+0,67+0,67+0,67+0,66+0,69+2,69+2,69+2,69+2,73+2,73+2,73+2,69+2,74+2,78+2,78+2,78+2,74+2,74+2,78+2,78+2,78+2,74+2
234642,https://sofifa.com/player/234642/edouard-mendy/210002,E. Mendy,Édouard Mendy,28,1992-03-01,197,86,Senegal,Stade Rennais FC,French Ligue 1,1,79,81,11000000,40000,GK,Right,1,2,1,Medium/Medium,Lean,No,21700000,,GK,16,,2019-08-06,2023,,,,,,,,,80,77,75,79,34,79,Comes For Crosses,10,5,10,20,9,13,13,14,22,11,36,33,48,77,27,56,39,35,72,9,22,13,6,39,13,56,,11,13,80,77,75,79,79,25+2,25+2,25+2,21+0,23+0,23+0,23+0,21+0,23+2,23+2,23+2,23+2,24+2,24+2,24+2,23+2,22+2,24+2,24+2,24+2,22+2,22+2,23+2,23+2,23+2,22+2
193198,https://sofifa.com/player/193198/nemanja-gudelj/210002,N. Gudelj,Nemanja Gudelj,28,1991-11-16,187,73,Serbia,Sevilla FC,Spain Primera Division,1,79,80,12500000,30000,"CDM, CM",Right,2,2,3,Medium/Medium,Normal,No,27200000,,SUB,6,,2019-07-23,2023,,,63,70,78,70,75,84,,,,,,,Long Shot Taker (AI),74,58,73,82,69,67,80,79,78,80,61,65,61,75,57,85,67,85,86,81,83,75,65,74,74,80,,77,71,8,11,8,14,12,71+2,71+2,71+2,71+0,72+0,72+0,72+0,71+0,73+2,73+2,73+2,72+2,77+2,77+2,77+2,72+2,75+2,78+2,78+2,78+2,75+2,75+2,76+2,76+2,76+2,75+2
198784,https://sofifa.com/player/198784/alex-oxlade-chamberlain/210002,A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,26,1993-08-15,175,70,England,Liverpool,English Premier League,1,79,80,14500000,89000,CM,Right,2,4,4,High/High,Normal,Yes,27900000,,SUB,15,,2017-08-31,2023,,,79,74,78,83,67,73,,,,,,,"Injury Prone, Flair, Long Shot Taker (AI), Speed Dribbler (AI)",78,70,39,80,60,84,73,60,75,84,78,79,79,78,87,83,69,78,70,78,77,73,79,81,69,77,,72,68,16,9,6,9,9,74+2,74+2,74+2,80+0,79+0,79+0,79+0,80+0,80+0,80+0,80+0,80+0,79+1,79+1,79+1,80+0,76+2,76+2,76+2,76+2,76+2,74+2,69+2,69+2,69+2,74+2
200110,https://sofifa.com/player/200110/marco-bizot/210002,M. Bizot,Marco Bizot,29,1991-03-10,193,85,Netherlands,AZ Alkmaar,Holland Eredivisie,1,79,80,10000000,12000,GK,Right,2,2,1,Medium/Medium,Normal,No,15800000,,GK,1,,2017-07-01,2022,SUB,23,,,,,,,82,76,67,79,46,76,GK Long Throw,20,15,16,28,13,12,20,15,33,32,45,47,50,78,40,50,67,32,64,14,39,17,13,47,36,60,,12,14,82,76,67,76,79,31+2,31+2,31+2,30+0,31+0,31+0,31+0,30+0,32+2,32+2,32+2,31+2,32+2,32+2,32+2,31+2,28+2,30+2,30+2,30+2,28+2,27+2,27+2,27+2,27+2,27+2
201143,https://sofifa.com/player/201143/aissa-mandi/210002,A. Mandi,Aïssa Mandi,28,1991-10-22,184,78,Algeria,Real Betis,Spain Primera Division,1,79,80,12500000,27000,CB,Right,1,3,2,High/Medium,Lean,Yes,27200000,,RCB,23,,2016-07-01,2021,,,67,46,74,70,80,75,,,,,,,Dives Into Tackles (AI),73,41,82,81,49,65,67,49,78,77,68,67,73,78,66,52,80,66,78,49,76,83,67,70,35,78,,79,81,15,16,9,10,14,64+2,64+2,64+2,68+0,67+0,67+0,67+0,68+0,70+2,70+2,70+2,70+2,73+2,73+2,73+2,70+2,76+2,78+2,78+2,78+2,76+2,77+2,79+1,79+1,79+1,77+2
201400,https://sofifa.com/player/201400/rafael-alcantara/210002,Rafinha,Rafael Alcântara do Nascimento,27,1993-02-12,174,71,Brazil,FC Barcelona,Spain Primera Division,1,79,80,14000000,140000,"CM, CAM, RM",Left,2,4,4,High/Medium,Normal,Yes,29800000,#Dribbler,SUB,12,,2013-07-01,2021,,,69,76,79,84,68,61,,,,,,,"Injury Prone, Flair, Playmaker (AI), Technical Dribbler (AI)",72,73,55,85,76,86,75,61,76,83,68,69,79,77,79,80,74,58,66,82,50,70,77,81,67,80,,72,66,11,6,15,13,7,75+2,75+2,75+2,79+0,79+0,79+0,79+0,79+0,80+0,80+0,80+0,77+2,79+1,79+1,79+1,77+2,72+2,73+2,73+2,73+2,72+2,70+2,68+2,68+2,68+2,70+2
201455,https://sofifa.com/player/201455/geoffrey-kondogbia/210002,G. Kondogbia,Geoffrey Kondogbia,27,1993-02-15,188,80,Central African Republic,Valencia CF,Spain Primera Division,1,79,80,14000000,40000,"CM, CDM",Left,2,2,4,High/Medium,Normal,Yes,30500000,#Strength,LCM,6,,2018-07-02,2022,,,69,74,75,77,79,88,,,,,,,Technical Dribbler (AI),65,69,75,81,62,76,62,56,78,79,68,69,73,83,68,86,78,81,94,83,86,82,77,79,45,84,,79,80,15,10,10,8,10,77+2,77+2,77+2,75+0,77+0,77+0,77+0,75+0,78+2,78+2,78+2,76+2,79+1,79+1,79+1,76+2,77+2,81+,81+,81+,77+2,77+2,81+,81+,81+,77+2
202642,https://sofifa.com/player/202642/fernando-lucas-martins/210002,Fernando,Fernando Lucas Martins,28,1992-03-03,173,66,Brazil,Beijing Sinobo Guoan FC,Chinese Super League,1,79,80,12500000,24000,"CDM, CM",Right,1,3,4,Medium/Medium,Stocky,No,20900000,,RCM,11,,2020-02-28,2022,,,75,67,77,73,75,76,,,,,,,"Long Passer (AI), Playmaker (AI)",63,63,62,81,45,70,82,84,82,76,73,76,74,73,81,79,80,80,71,76,80,80,47,75,61,70,,78,77,16,9,13,8,6,67+2,67+2,67+2,70+0,70+0,70+0,70+0,70+0,72+2,72+2,72+2,71+2,75+2,75+2,75+2,71+2,75+2,78+2,78+2,78+2,75+2,75+2,75+2,75+2,75+2,75+2
202789,https://sofifa.com/player/202789/alexander-schwolow/210002,A. Schwolow,Alexander Schwolow,28,1992-06-02,190,84,Germany,Hertha BSC,German 1. Bundesliga,1,79,80,10500000,40000,GK,Right,1,3,1,Medium/Medium,Normal,Yes,18600000,,GK,1,,2020-08-04,2024,,,,,,,,,78,76,71,81,37,78,Cautious With Crosses,9,12,12,26,11,15,13,16,23,22,36,38,40,79,42,53,72,31,67,15,26,13,10,34,22,32,,17,9,78,76,71,78,81,28+2,28+2,28+2,25+0,27+0,27+0,27+0,25+0,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,24+2,27+2,27+2,27+2,24+2,24+2,26+2,26+2,26+2,24+2
206511,https://sofifa.com/player/206511/maximilian-arnold/210002,M. Arnold,Maximilian Arnold,26,1994-05-27,184,74,Germany,VfL Wolfsburg,German 1. Bundesliga,1,79,80,13500000,46000,"CDM, CM",Left,2,2,3,High/Medium,Normal,Yes,24000000,#Distance Shooter,LDM,27,,2011-10-10,2022,,,66,80,78,77,73,73,,,,,,,"Long Shot Taker (AI), Outside Foot Shot",69,77,58,81,84,78,83,80,83,80,65,66,67,81,66,87,60,78,71,87,74,77,75,78,57,79,,74,67,11,9,11,10,10,76+2,76+2,76+2,76+0,78+0,78+0,78+0,76+0,78+2,78+2,78+2,76+2,80+0,80+0,80+0,76+2,75+2,78+2,78+2,78+2,75+2,73+2,72+2,72+2,72+2,73+2
207807,https://sofifa.com/player/207807/ryan-fraser/210002,R. Fraser,Ryan Fraser,26,1994-02-24,163,70,Scotland,Newcastle United,English Premier League,1,79,80,15000000,47000,LM,Right,1,4,3,High/Medium,Stocky,Yes,29600000,#Acrobat,SUB,21,,2020-09-07,2025,LM,11,88,72,76,81,46,60,,,,,,,"Solid Player, Finesse Shot, Flair, Speed Dribbler (AI)",77,72,30,76,64,79,83,72,71,78,92,84,95,75,96,71,56,76,50,73,65,45,75,76,69,79,,53,42,15,14,15,7,10,70+2,70+2,70+2,78+0,76+0,76+0,76+0,78+0,77+2,77+2,77+2,78+2,73+2,73+2,73+2,78+2,66+2,62+2,62+2,62+2,66+2,62+2,52+2,52+2,52+2,62+2
